,Type,Address,District,City,Price (€),Area (sqm.),Year built,Form of ownership
1025,"Rivitalo | 4h, k, kph / wc, s, wc, var, parveke, terassipiha",Ratsumiehenkatu 1,,Hyvinkää,254 000,95,2008,Omistusasunto
1026,"Luhtitalo | 2h, k, kph, s, wc, varasto, terassi",Mallastehtaankatu 21,Hyhky,Tampere,194 000,"53,5",2006,Omistusasunto
1027,"Paritalo | 4h, k, ph, s, + 3, h, k, ph",Peräkatu 28,Toejoki,Pori,119 000,"149,5",-,Omistusasunto
1028,Kerrostalo | 2h + k + kph + las.p,Rusthollinkatu 6 C,Uittamo,Turku,154 000,55,1965,Omistusasunto
1029,"Kerrostalo | 1h, k, kph, lasitettu parveke (yj:n mukaan 1h + k)",Kartanonmetsäntie 13,Malminkartano,Helsinki,139 000,"39,5",1988,Omistusasunto
1030,"Kerrostalo | 2h, k, kph / wc, lasitettu parveke",Reppurinkatu 4,Mukkula,Lahti,54 000,51,1969,Omistusasunto
1031,Kerrostalo | 3h + k,Hallituskatu 22,Keskusta,Tampere,273 475,69,1956,Omistusasunto
1032,"Omakotitalo | 3mh, oh, k, takkah., ph, s",Urheilutie 57,Keskusta,Haapavesi,109 000,119,1975,Omistusasunto
1033,"Rivitalo | 4h, k, s",Rauhankatu 7,Kirjavatolppa,Hyvinkää,278 000,114,1978,Omistusasunto
1034,Kerrostalo | 4h + k,Liuskekuja 1 G,Pihlajamäki,Helsinki,229 000,"93,5",1985,Omistusasunto
1035,Omakotitalo | 5h + k + vhh + et + khh + kph + s + yläk.wc / ph,Mäntytie 9,Alavus As,Alavus,157 000,146,1995,Omistusasunto
1036,"Rivitalo | 4h, k, s, kh, 2wc, vh, khh, lasitettu parveke ja terassi",Kapteeninkatu 2 A,Ruoriniemi,Lahti,399 000,103,2005,Omistusasunto
1037,"Omakotitalo | 2 mh, k, oh, pukuh, kph, s, wc, kuisti",Teininkintie 217,,Sauvo,98 000,100,1957,Omistusasunto
1038,Kerrostalo | 3 h + k,Rouskunkatu 12,Sienimäki,Imatra,33 000,75,1965,Omistusasunto
1039,"Rivitalo | 1h, kk",Mansikkamäentie 24-26,Kuortti,Pertunmaa,16 000,"33,5",1971,Omistusasunto
1040,"Omakotitalo | Oh, 1mh, k, wc, s, ph, pkh",Mäkeläntie 431,Mäkelä,Lahti,83 000,75,1968,Omistusasunto
1041,"Rivitalo | 2h, k, s, ph, vh, var.",Myllymäentie 4 as,Koivula,Orimattila,55 000,60,1980,Omistusasunto
1042,"Rivitalo | 1h, kk, s",Hirventie 6 A,Keskusta,Rantasalmi,15 000,30,1982,Omistusasunto
1043,"Omakotitalo | 4h + k + khh + kph, 2 x wc + s + vaatehuone",Käpykuja 12,Taavetti,Luumäki,165 000,126,1983,Omistusasunto
1044,"Kerrostalo | 2h, kt, s, lasitettu parveke",Aromikuja 7,,Tuusula,181 500,54,2005,Omistusasunto
1045,Rivitalo | 4h + k + s,Antbackantie 4,,Kirkkonummi,"33 269,80",97,2001,Asumisoikeusasunto
1046,Kerrostalo | 1h + kt + alk,Turumankatu 22 A,Laajasalo,Helsinki,"32 270,83","36,5",-,Asumisoikeusasunto
1047,Omakotitalo | 8h + k + s + khh + 2wc,Rajalahdentie 26D,Västervik,Vaasa,336 000,200,2005,Omistusasunto
1048,"Rivitalo | 4h, avokeittiö, kph, s, wc (yj:n mukaan 4h + k + s)",Jarintie 26,Syrjälä,Nurmijärvi,225 000,85,1985,Omistusasunto
1049,Kerrostalo | 2h + h + s,Vesipirtintie 6,Tillinmäki,Espoo,225 000,"52,5",2019,Omistusasunto
1050,Paritalo | 3mh + oh / k + ph + s + wc + khh + aula + vh / tekn + ak,Myllykuja 8B,Keskusta,Nivala,192 000,87,2022,Omistusasunto
1051,"Kerrostalo | 1h, jossa alkovi, ikk.keittokomero, suihkuhuone / wc",Keulantie 3 B,Pormestarinluoto,Pori,35 000,"35,5",1971,Omistusasunto
1052,"Rivitalo | Oh, 3 mh, k, psh, s, 2 wc, vh, 2 varastotilaa.",Rantatie 3 as4,,Tammela,209 000,"107,5",1976,Omistusasunto
1053,"Puutalo-osake | Tupakeittiö, huone, ask.huone, wc, kph, s, vh",Rauhankatu 28,Port Arthur,Turku,242 000,26,1917,Omistusasunto
1054,"Omakotitalo | yk: oh, k, 2mh, wc, ak: askarteluhuone, pukuhuone, kph, s, wc",Jäniksenpolku 10,Ahmo,Siilinjärvi,159 000,123,1971,Omistusasunto
1055,"Omakotitalo | oh, k, 3 mh, wc, khh, ph, s",Kiurulantie 11,Nilsiä,Kuopio,75 000,110,1973,Omistusasunto
1056,Kerrostalo | 2 h + kk,Mikonkatu 25,Keskusta,Helsinki,487 000,46,1974,Omistusasunto
1057,"Omakotitalo | 5h, avok, et, khh, pe, s, et, erill wc*2, var, autotalli",Itäinen rantatie 3 A1,Nuottaniemi,Espoo,1 278 000,221,2023,Omistusasunto
1058,Kerrostalo | 2h + k + kph,Kalevankatu 21 A 11,Kamppi,Helsinki,519 000,56,1890,Omistusasunto
1059,"Paritalo | 5h, k, wc, kph, s, var, autokatos",Viitatiaisenkuja 5,Kultaranta,Naantali,215 000,93,1990,Omistusasunto
1060,"Rivitalo | 2h, k, s",Kauppilanmäentie 13 B,,Leppävirta,31 000,62,1974,Omistusasunto
1061,"Omakotitalo | 2mh, aula, wc, 2 parveketta yläkerrassa, alakerrassa olohuone, keittiö, wc, kph, s, khh, iso terassi josta osa lasitettu",Starrbölentie 100,Karjaa,Raasepori,430 000,151,1919,Omistusasunto
1062,Omakotitalo | 3h + k + kph + s,Hiekkapolku 4,Ylämylly,Liperi,98 000,84,1985,Omistusasunto
1063,Kerrostalo | 2h + k + p,Penttiläntie 7,Hyllykallio,Seinäjoki,94 000,"58,5",1969,Omistusasunto
1064,Puutalo-osake | 1h + avoK + kph / wc,Betaniankatu 12 C,Martti,Turku,159 000,"33,5",2010,Omistusasunto
1065,"Kerrostalo | 5h, k, kph, erillinen wc, halli",Mariankatu 15b,Kruununhaka,Helsinki,1 080 000,150,1902,Omistusasunto
1066,"Rivitalo | 3h, k, s",Vilholantie 6,Kasurila,Siilinjärvi,184 000,73,2014,Omistusasunto
1067,"Omakotitalo | 5-6h, k, khh, kph, ph, s, wc, vh, var, autotalli",Haruskaari 11,,Heinola,179 000,119,1994,Omistusasunto
1068,Kerrostalo | 1h + alk + s,Karjalankatu 13,Keskusta,Rauma,110 000,"37,5",2007,Omistusasunto
1069,Rivitalo | 2h + k + s,Vanha Alikartanontie 1,Tarvasmäki,Hämeenlinna,139 000,"59,5",2012,Omistusasunto
1070,"Paritalo | 5h, k, kph / wc, khh, erill.wc, s, vh, var, ak",Talvikkitie 10B,Kiviaho,Lempäälä,395 000,121,2022,Omistusasunto
1071,"Paritalo | 5h, k, kph / wc, khh, erill.wc, s, vh, var, ak",Talvikkitie 10A,Kiviaho,Lempäälä,395 000,121,2022,Omistusasunto
1072,Rivitalo | 2h + k + s,Ketotie 1,Punkaharju,Savonlinna,22 500,50,1990,Omistusasunto
1073,Kerrostalo | 1h + kk,Ukkoherrantie 15,Keskusta,Rovaniemi,22 500,"36,5",1980,Omistusasunto
1074,"Kerrostalo | 1h, k, s",Hannankatu 8,Nummela,Vihti,99 000,"36,5",1984,Omistusasunto
1075,Rivitalo | 2h + k + s,Karhutie 28,Kappelinluhta,Rauma,109 000,63,1986,Omistusasunto
1076,Kerrostalo | 2h + kt + s + p (yhtiöjärjestyksen mukaan 2h + kt + s),Kansakoulunkatu 32,Keskusta,Järvenpää,149 000,"51,5",1990,Omistusasunto
1077,Omakotitalo | 2mh + oh + k + 2wc + saunaosasto + baari + teknistä tilaa,Paarnoorintie 263,Paarnoori,Pori,188 000,120,1969,Omistusasunto
1078,"Omakotitalo | 5h, k, kph, s, erill.wc x 2, kellari, at, p",Jalaskuja 8,Suutarila,Helsinki,336 000,115,1989,Omistusasunto
1079,"Kerrostalo | 2h, k, s",Pumppulahti 30,Karjaa,Raasepori,141 000,58,1986,Omistusasunto
1080,"Kerrostalo | 2h, k, kph, vh, parveke",Kuikkakuja 5,Karjaa,Raasepori,68 000,60,1981,Omistusasunto
1081,Kerrostalo | 4H + KT ( Yj:n muk.),Mestarintie 19 B 9,Oulunkylä,Helsinki,549 000,"86,5",2024,Omistusasunto
1082,"Kerrostalo | 3h, k, kph / s, wc, vh, 2x.lasit.parv",Tursonkatu 5,Kaleva,Tampere,410 000,93,2011,Omistusasunto
1083,Kerrostalo | 1h + kt + alk,Vällintie 1,Lentola,Kangasala,122 900,"28,5",2022,Omistusasunto
1084,"Kerrostalo | 2 h, avok, kph",Pohjoiskaari 33 B,Lauttasaari,Helsinki,289 000,"34,7",1975,Omistusasunto
1085,Omakotitalo | 9h + k + rt + s + psh + kph / wc + 2erill.wc + khh + 2vh,Rantatie 59,Käikälä,Hämeenlinna,485 000,244,1969,Omistusasunto
1086,Omakotitalo | 6 rum & kök + källare,Jomalaby väg 93,Ingby,Jomala,280 000,"208,7",1920,Omistusasunto
1087,Kerrostalo | 2H + KT (YJ:n mukainen),Mestarintie 19 C 20,Oulunkylä,Helsinki,373 000,"49,5",2024,Omistusasunto
1088,Kerrostalo | 3h + k + kph + p,Jukolantie 9,Viitakumpu,Kouvola,77 000,76,1970,Omistusasunto
1089,Kerrostalo | 2h + kt + kph + lasit.p.,Vällintie 1,Lentola,Kangasala,134 900,35,2022,Omistusasunto
1090,Kerrostalo | 3h + k + p,Inkiläntie 6,Inkilänmäki,Kuopio,38 000,"66,5",1973,Omistusasunto
1091,Kerrostalo | 2h + kt + kph + lasitettu parveke,Matinpuronkuja 1,Iirislahti,Espoo,279 000,"41,5",2017,Omistusasunto
1092,Kerrostalo | 6h + k,Fredrikinkatu 25,Punavuori,Helsinki,279 000,211,1928,Omistusasunto
1093,"Kerrostalo | 2h, kk, kph, lasitettu parveke",Vattuniemenkatu 18,Lauttasaari,Helsinki,285 000,"43,5",1974,Omistusasunto
1094,"Omakotitalo | 3mh, th, oh, rh, tornihuone, parvi, k, 2*kph / wc, s, kesäkeittiöpatio",Metsäkuja 7,Nöykkiö,Espoo,579 000,144,1991,Omistusasunto
1095,"Omakotitalo | 4h, k, erill.wc, kph / wc, s, pukuhuone, talouskellari, liiteri, varasto.",Rantoontie 242,Kärjenniemi,Valkeakoski,98 000,120,1955,Omistusasunto
1096,Kerrostalo | 3 h + k,Vuoksenniskantie 51,Vuoksenniska,Imatra,18 000,68,1975,Omistusasunto
1097,Kerrostalo | 3h + k + kh + p,Laivalinnankatu 10,,Varkaus,54 000,62,1961,Omistusasunto
1098,"Omakotitalo | 4h, k, wc / kph / s, erill. wc, vh, var, ak",Laatokantie 28,Siivikkala,Ylöjärvi,297 000,106,1983,Omistusasunto
1099,"Rivitalo | 5h, k, rt, kph / s, wc, vh, ak, var",Korpikodinkatu 8,Linnainmaa,Tampere,375 000,123,2004,Omistusasunto
1100,Rivitalo | 3h + k + wc + s + vh,Kuunaritie 19,Laajasalo,Helsinki,380 000,"77,5",1985,Omistusasunto
1101,"Paritalo | oh-rt, k, 3mh, oleskelutila, allasosasto, 2kph, s, 2wc, khh, vh, at, tekn, var",Kaukolantie 4,Laajalahti,Espoo,480 000,186,1972,Omistusasunto
1102,"Rivitalo | 4h, k, kph / khh / wc, kph, s, erill.wc, vh, parv., terassi",Hupakankorvenkatu 3,Vuores,Tampere,346 000,94,2017,Omistusasunto
1103,Omakotitalo | 4H + K + WC + kph / s + varastotilaa + autokatos + erillinen at,Rengastie 31,Joensuu,Somero,175 000,139,1972,Omistusasunto
1104,Omakotitalo | 3h + k + s + kph + wc + khh + varasto + at + kellari,Talomestarinkatu 3,,Kaarina,240 000,105,1958,Omistusasunto
1105,Kerrostalo | 1h + k,Kyllikintie 4,Ravikylä,Kouvola,45 000,"39,5",1970,Omistusasunto
1106,Kerrostalo | 2h + kk + s,Kuninkaantie 9-11,Keskusta,Kirkkonummi,138 000,"49,5",1986,Omistusasunto
1107,"Rivitalo | 3h, k, kph / wc, vh, alak: s, psh, th, var (yhtiöjärj. 3h + k)",Metsolankatu 31,Keskilohja,Lohja,149 000,"65,6",1952,Omistusasunto
1108,Kerrostalo | 2 h + k,Kaunispääntie 3,Mellunmäki,Helsinki,125 000,55,1972,Omistusasunto
1109,"Omakotitalo | 4 mh, oh, k, khh, ph, puk.h, s, wc, vh, at, tekn, var.",Rantakiventie 8a,Vuosaari,Helsinki,458 000,163,1981,Omistusasunto
1110,"Kerrostalo | 2h, k, kph / s, lasit.parv",Itsenäisyydenkatu 3,Tammela,Tampere,328 000,"47,5",2018,Omistusasunto
1111,Kerrostalo | 1h + k,Ahotie 34,Nekala,Tampere,107 000,30,1938,Omistusasunto
1112,Erillistalo | 5h + k + s + autopaikka,Jääkärimarssi 2 F12,Hiukkavaara,Oulu,357 300,"124,5",2023,Omistusasunto
1113,Erillistalo | 5h + k + s + autopaikka,Jääkärimarssi 2 G13,Hiukkavaara,Oulu,359 900,"124,5",2023,Omistusasunto
1114,Erillistalo | 5h + k + s + autopaikka,Jääkärimarssi 2 E11,Hiukkavaara,Oulu,357 300,"124,5",2023,Omistusasunto
1115,Erillistalo | 4h + kt + s,Jääkärimarssi 2 C9,Hiukkavaara,Oulu,328 500,107,2023,Omistusasunto
1116,Erillistalo | 4h + kt + s + autopaikka,Jääkärimarssi 2 D10,Hiukkavaara,Oulu,322 900,107,2023,Omistusasunto
1117,"Omakotitalo | k, oh, 3mh, tkh, s, kph, wc",Laitisentie 9,Uusikylä,Lahti,138 000,117,1981,Omistusasunto
1118,Kerrostalo | 2h + k,Teollisuustie 2,Keskusta,Laitila,55 000,62,1976,Omistusasunto
1119,Kerrostalo | 2h + k + lasitettu parveke,Seurantalontie 8,Keskusta,Masku,78 000,"58,5",1974,Omistusasunto
1120,"Paritalo | 4-5 mh, k, rt, 2 x oh, takkah., kph, sauna, 2 x wc, 2x vh, khh, at, ask.h. ja var.",Viikkokuja 7 A,Lystimäki,Espoo,880 000,272,1986,Omistusasunto
1121,"Kerrostalo | 2h, k",Kiertotähdentie 2,Suutarila,Helsinki,185 000,"63,5",1974,Omistusasunto
1122,"Kerrostalo | 2h, kk, kph",Raappavuorenreuna 8,Martinlaakso,Vantaa,118 000,"47,5",1970,Omistusasunto
1123,"Kerrostalo | 2h, k, s, vaatehuone, las.parv.",Kylätorintie 10,Kirkkojärvi,Espoo,179 000,67,1984,Omistusasunto
1124,Kerrostalo | 2h + k,Laajametsänkuja 4,Martinlaakso,Vantaa,145 000,55,1969,Omistusasunto
1125,Kerrostalo | 3h + k,Keskuspuistokatu 11,Sauvosaari,Kemi,72 000,72,1961,Omistusasunto
1126,Kerrostalo | 3h + k + s,Torikuja 10,Keskusta,Nousiainen,189 000,"82,9",2005,Omistusasunto
1127,Omakotitalo,Pilkkikuja 5,Könönpelto,Varkaus,19 000,120,1950,Omistusasunto
1128,"Kerrostalo | 3h, k, s",Pietarinkatu 6,Kaukola,Mikkeli,185 000,"76,5",2006,Omistusasunto
1129,"Rivitalo | 2h, k, s",Kurrenkuja 3 A,Keskusta,Rantasalmi,38 000,"58,5",1995,Omistusasunto
1130,Kerrostalo | 3 h + k + p,Vääränkalliontie 8,Suorama,Kangasala,38 000,"74,5",1977,Omistusasunto
1131,Kerrostalo | 3h + k + lasitettu parveke,Vääränkalliontie 12,Suorama,Kangasala,109 000,"74,5",1976,Omistusasunto
1132,Kerrostalo | 1h + kk + kph + parveke,Pallaskero 6 B,Länsimäki,Vantaa,109 000,"33,5",1974,Omistusasunto
1133,Omakotitalo | 5mh + oh + k + kph + s + 2wc + takkahuone,Kooninkatu 15,Myllymäki,Kankaanpää,109 000,271,1981,Omistusasunto
1134,"Omakotitalo | 4-5h, k, 2xkph, s, khh, th, harrasteh, lasitettu terassi, at",Kalervonkatu 25,Leinola,Tampere,385 000,106,1981,Omistusasunto
1135,Kerrostalo | 1h + tk + s + las.p,Kanjoninkatu 3 A,Hervanta,Tampere,110 000,40,1990,Omistusasunto
1136,"Omakotitalo | 5h, k, kph, s, khh, vh",Kirstinharjuntie 15,Keskusta,Ii,164 000,127,1991,Omistusasunto
1137,"Kerrostalo | 2h, k, kph, s, las.parv.",Terveystie 5,,Hollola,103 000,45,1985,Omistusasunto
1138,"Kerrostalo | 1h, kk, s",Vuorikatu 11,Keskusta,Mikkeli,98 000,31,1992,Omistusasunto
1139,"Kerrostalo | 3h, avok., kph / wc, vh",Teiskontie 19,Kaleva,Tampere,259 000,"62,5",1956,Omistusasunto
1140,Rivitalo | 2h + k + s,Emmintie 3 B 7,Keskusta,Rautavaara,19 000,47,1991,Omistusasunto
1141,Omakotitalo | Tupakeittiö + 3-4mh + kph / wc + sauna + erill.wc + autotalli,Lukoilantie 19,Ruohonpää,Turku,425 000,-,1962,Omistusasunto
1142,"Kerrostalo | 3h, k",Ilmarisenkatu 11,Keskusta,Jyväskylä,182 000,80,1962,Omistusasunto
1143,Rivitalo,Kahilanniementie 7,,Lappeenranta,379 000,"103,5",2011,Omistusasunto
1144,"Rivitalo | 2h, k, s",Lemettiläntie 2,,Laukaa,82 000,49,1977,Omistusasunto
1145,"Kerrostalo | 3h, k, s, las.parv.",Kauppakatu 9,Kotkansaari,Kotka,82 000,"73,5",1968,Omistusasunto
1146,"Rivitalo | 3h, k, s (YJ:n mukaan 4h, k, s)",Kuukkelintie 31 B,Ounasmetsä,Rovaniemi,138 000,88,1982,Omistusasunto
1147,Kerrostalo | 3h + avok. + kph + parv. (yj. muk. 3h + kk + kh + p),Porvoonkatu 21,Alppiharju,Helsinki,449 000,"65,5",1959,Omistusasunto
1148,Kerrostalo | 3h + keittiö + kph + vaatehuone + lasitettuparveke (ytj.3h + k),Vaahtorinne 4,Louhela,Vantaa,216 000,71,1969,Omistusasunto
1149,"Omakotitalo | 4mh, oh, k, aula, wc, ph",Sandöntie 302,Ahlainen,Pori,139 000,100,1890,Omistusasunto
1150,"Omakotitalo | 3mh, oh, k, wc",Varsannantie 122,Palus,Ulvila,129 000,90,1953,Omistusasunto
1151,"Omakotitalo | Ak: 1 mh, k, oh, wc, khh. Yk: 2 mh, aula, ph, s, wc, vh.",Hirvipolku 9,Huhtinen,Porvoo,129 000,102,1993,Omistusasunto
1152,Kerrostalo | 3h + k + kph + s + wc + lasp,Huopalahdentie 19 D 55,Munkkiniemi,Helsinki,575 000,"70,5",2019,Omistusasunto
1153,Omakotitalo | 3h + k + khh + kph + 2wc + s,Pohjoiskuja 2A,Torkinmäki,Kokkola,245 000,88,1960,Omistusasunto
1154,"Kerrostalo | 3h, k, kph, lasitettu parveke",Vuorenpeikontie 3,Roihuvuori,Helsinki,238 000,55,1959,Omistusasunto
1155,Paritalo | 3h + k + kph + wc + käyttöullakko + v,Alitie 5 As.2,Vähäheikkilä,Turku,168 000,80,1959,Omistusasunto
1156,"Omakotitalo | 4 h, k, kph, s, vh, 2 wc",Kartanontie 40,Pöytäalho,Järvenpää,298 000,132,1952,Omistusasunto
1157,"Omakotitalo | mh, oh, k, pkh, s, ulkovarasto, at",Savolantie 4,Sumiainen,Äänekoski,34 000,80,1957,Omistusasunto
1158,Kerrostalo | 3h + avok + sauna + kph + wc + varasto,Maahengenkuja 2,Rautila,Vehmaa,129 000,100,1986,Omistusasunto
1159,Kerrostalo | 1h + tpk + vh + p,Juvankatu 14,Kaukajärvi,Tampere,183 000,"46,5",2018,Omistusasunto
1160,"Rivitalo | 2-3h, avok, kph, terassipiha",Muinaislinnantie 1 C,Vartiokylä,Helsinki,196 000,59,1984,Omistusasunto
1161,"Rivitalo | 4h, avok, rt, khh, wc, s, kph, lasiparveke, parveke.",Metsänhoitajanraitti 1,Viikki,Helsinki,448 000,104,2008,Omistusasunto
1162,"Paritalo | 5h, k, kph, s, khh, 2x wc, vh, var., ak, terassi",Nauriskatu 6,Villilä,Tampere,329 000,110,2008,Omistusasunto
1163,"Kerrostalo | 3h, k, kh, erill.wc, lasitettu parveke",Suvantopolku 5,Myyrmäki,Vantaa,115 000,66,1973,Omistusasunto
1164,"Luhtitalo | 3h, k, vh, wc, kph, s, p",Papusenkatu 23,Pohtola,Tampere,161 000,77,1989,Omistusasunto
1165,"Rivitalo | 3h, k, ph, s, wc, terassi, varasto, vaatehuone",Orvokkikatu 15,Kyrölä,Järvenpää,320 000,73,2019,Omistusasunto
1166,Rivitalo | 3h + k + kph + s + wc + ak + var,Leimukatu 28 B 1,Kyrölä,Järvenpää,295 000,"70,5",2017,Omistusasunto
1167,"Kerrostalo | 4h, k, s, erillis wc, lasitettu parveke",Lehdokkitie 7,Tikkurila,Vantaa,266 000,"94,5",1982,Omistusasunto
1168,Omakotitalo | 5h + k + s + wc + khh + p + var + at,Lumonkatu 6,Kiiskilänmäki,Lahti,99 000,150,1949,Omistusasunto
1169,"Kerrostalo | 2h, k",Voudinkuja 5,Voudinpuisto,Lohja,85 000,63,1974,Omistusasunto
1170,Kerrostalo | 3H + KT + S,Kotilokatu 1 A 23,Saaristokaupunki,Kuopio,"32 960,79",69,2014,Asumisoikeusasunto
1171,Kerrostalo | 3H + K + S,Asuntamaanrinne 3 A 14,Vuores,Tampere,"33 469,14","67,5",2015,Asumisoikeusasunto
1172,Rivitalo | 2H + K + S,Fasaanintie 6 C 07,Ojoinen,Hämeenlinna,"16 481,43",54,1996,Asumisoikeusasunto
1173,"Omakotitalo | 5h, k, kh, ",Lammenpolku 8,Hupeli,Jyväskylä,62 000,90,1981,Omistusasunto
1174,"Kerrostalo | 3h, k, s, las.parv.",Hannulanpolku 20 A,Linnainmaa,Tampere,249 000,"68,5",2015,Omistusasunto
1175,Kerrostalo | 3h + k + kh + s,Hiirulaisenkuja 4 A,Hiironen,Oulu,139 000,72,2001,Omistusasunto
1176,"Rivitalo | 4h, k, s, askh",Niemenmaantie 26,,Pirkkala,390 000,128,1995,Omistusasunto
1177,"Rivitalo | 3h, k, s",Kymenlaaksonkuja 1 C,Harittu,Turku,168 000,83,1997,Omistusasunto
1178,Omakotitalo | 4h + k + s + kph + 2wc + ask.huone + kellari,Aaponkatu 20,Kruununpuisto,Hyvinkää,259 000,129,1957,Omistusasunto
1179,Paritalo | 2-3h + k + s + autotalli,Pallokatu 4,Vetokannas,Vaasa,159 000,70,1924,Omistusasunto
1180,"Kerrostalo | 2h, k, kph, s, vh, lasitettu parveke",Yliopistonkatu 50,Sorsapuisto,Tampere,350 000,"54,5",2016,Omistusasunto
1181,"Rivitalo | 2h, k, kph, patio",Laurinkyläntie 8,Lievestuore,Laukaa,34 000,64,1959,Omistusasunto
1182,"Omakotitalo | 4 h, k, wc / kph, erillis wc, sauna, 2 x vh.",Tiilääntie,Tiilää,Askola,249 000,122,2004,Omistusasunto
1183,"Rivitalo | 3h, k, kph, ter",Laurinkyläntie 8,Lievestuore,Laukaa,27 000,78,1959,Omistusasunto
1184,Paritalo | 5h + k + s,Huhtakoukku 25-27,Latokaski,Espoo,419 000,111,1979,Omistusasunto
1185,"Kerrostalo | 1h, kt, alk.",Puijonkatu 29,Keskusta,Kuopio,163 900,34,2019,Omistusasunto
1186,"Kerrostalo | 4h, k, kph, s, wc, parv.",Metsurintie 10,Neulamäki,Kuopio,103 000,91,1980,Omistusasunto
1187,Omakotitalo | 3mh + oh + tkh + k + rh + ph + s + 2wc,Tiilenlyöjäntie 11,Musa,Pori,89 500,109,1966,Omistusasunto
1188,Kerrostalo | 2h + K + parveke (yht.järj. 2h + K),Laajavuorenkuja 3,Martinlaakso,Vantaa,119 000,53,1972,Omistusasunto
1189,"Omakotitalo | 4-5h, k, 2kph, s, khh, wc, vh, AK, var.",Artturintie 30,Karjasilta,Oulu,119 000,169,2019,Omistusasunto
1190,"Rivitalo | 3h + k + kph / s / wc, lasitettu terassi + Autokatos",Vääränkallionkuja 5 D,Suorama,Kangasala,245 000,79,2011,Omistusasunto
1191,Kerrostalo | 3h + k + kph + s + p,Laivuri Petterin katu 5 A,Viikki,Helsinki,369 000,70,2005,Omistusasunto
1192,Kerrostalo | 2h + k + kph (yj:n mukaan 2h + k),Vuorimiehenkatu 31,Ullanlinna,Helsinki,449 000,"50,5",1961,Omistusasunto
1193,Rivitalo | 2h + k + phh + s,Harjukatu 16 a 5,Keskusta,Puolanka,28 000,"60,5",1974,Omistusasunto
1194,"Omakotitalo | 2-3 h, oh, avokeittiö, khh, kph, sauna, 2 wc, vh, kuisti, parveke, varastot, autokatos, tuulikaappi, eteinen ja aula",Koskitie 6,Kirveskoski,Pornainen,225 000,"122,5",1977,Omistusasunto
1195,Kerrostalo | 3h + avok + kph + vh (yhtiöjärjestyksen mukaan 4h + k),Mannerheimintie 81,Meilahti,Helsinki,538 000,80,1949,Omistusasunto
1196,"Omakotitalo | 5h, k, khh, kph, s, 2wc, 2auton talli, varasto, pihasauna",Rauhalantie 15,Päivärinne,Muhos,338 000,141,2006,Omistusasunto
1197,Rivitalo | 5h + k + rt + 2Kph + s,Hiidenrannantie 18,Nummela,Vihti,249 000,"109,5",2005,Omistusasunto
1198,Kerrostalo | 1h + kk,Kariniementie 19,Voisalmi,Lappeenranta,53 000,"36,5",1983,Omistusasunto
1199,"Kerrostalo | 1h, kk, alkovi, vh, ph, lasitettu suojaisa parveke",Aittapellonkatu 9 A,Tonttila,Lahti,48 400,32,1979,Omistusasunto
1200,"Rivitalo | 2-3h + k + kph / s / wc + erill.wc, Autokatos",Kruutinkuja 4 A,Finninmäki,Tampere,189 000,69,1985,Omistusasunto
1201,Rivitalo | 2h + k + kph + s + vh,Hakaluhdantie 3,Jurva,Kurikka,49 000,66,1981,Omistusasunto
1202,Omakotitalo | oh + k + 3mh + alkovi + s + kph + khh,Pohjoispuolentie 178,Iinattijärvi,Pudasjärvi,59 000,140,1966,Omistusasunto
1203,Rivitalo | 4h + k + wc + kph + s + terassi + ak +  + var,Rusthollinkatu 15,Tasanne,Tampere,289 000,100,1982,Omistusasunto
1204,"Kerrostalo | 1h, k",Kirkkokatu 8,Keskusta,Joensuu,76 000,32,1954,Omistusasunto
1205,"Omakotitalo | 2mh, oh, k, rt, kph, khh, var, et",Evontie 19,Lammi,Hämeenlinna,99 000,100,1933,Omistusasunto
1206,Omakotitalo | 5h + k + sauna + autotalli,Käyräkatu 4,Toejoki,Pori,110 000,120,1966,Omistusasunto
1207,Kerrostalo | 4 h + k + kph + parveke,Merikorttitie 1,Vuosaari,Helsinki,198 000,82,1964,Omistusasunto
1208,"Rivitalo | 2h, k, kph, s, wc",Piritantie 5 B,Halikko,Salo,78 500,63,1985,Omistusasunto
1209,Kerrostalo | 2h + k,Wallininkuja 2 D,Kallio,Helsinki,310 000,52,1959,Omistusasunto
1210,Rivitalo | 4h + avok. + kh + s + erillinen wc + las.p + terassipiha + ulkovarasto + autokatos,Mäkikurpankuja 3 B,Kurkimäki,Helsinki,295 000,"86,5",1987,Omistusasunto
1211,"Kerrostalo | 3h, k",Karsikkotie 7 B,Pupuhuhta,Jyväskylä,39 500,81,1980,Omistusasunto
1212,Omakotitalo | 4h + k + saunaos + wc + aputilat + autovaja / varasto,Leppäkertunkatu 1,Perno,Turku,139 000,100,1960,Omistusasunto
1213,Rivitalo | 4-5h + k + s.os + parveke + terassi,Kirkkoveräjäntie 7 D,Loukonlahti,Pirkkala,329 000,125,1973,Omistusasunto
1214,Kerrostalo | 2h + kk + kph,Sammonkatu 37 C,Kaleva,Tampere,196 000,"42,5",1957,Omistusasunto
1215,Kerrostalo | 1h + k + kph + wc + p,Valhallankatu 9,Töölö,Helsinki,373 000,"48,5",1940,Omistusasunto
1216,Luhtitalo | 1h + kk + kph + parveke,Hakolahdenkuja 4,Lauttasaari,Helsinki,258 000,30,1960,Omistusasunto
1217,"Kerrostalo | 2h, avok, kph",Hämeentie 14,Kallio,Helsinki,269 000,41,1962,Omistusasunto
